MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Deutsche Bank,1294529972,7674,0.001,0,Credit_Cash_Management,True,False,,,,,,,,1058.0,13.3,1.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,East-West Bank,1294529972,7674,0.035,226830,Credit_Cash_Management,False,True,0.00500634,0.107766667,0.046455366,20.0,494.0,21.52603852,Excellent,1134.0,117.59,10.0,4.565524279275449
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Farmers and Merchants Bank (CA),1294529972,7674,0.045,14267,Credit_Cash_Management,False,True,0.000244911,0.107766667,0.002272603,18.0,480.0,440.0240501,Excellent,1238.0,107.46,9.0,4.579099199702214
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Fifth Third Bank,1294529972,7674,0.009,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,6.0,243.0,inf,Good,1273.0,11.16,2.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Bank (MO),1294529972,7674,0.008,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,7.0,254.0,inf,Good,1291.0,39.99,5.0,4.6674168542135535
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Citizens Bank & Trust (NC/VA),1294529972,7674,0.021,1923505,Credit_Cash_Management,False,True,0.070755779,0.107766667,0.6565646,21.0,543.0,1.523079374,Good,1299.0,47.78,6.0,4.695897865215572
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Republic Bank,1294529972,7674,0.012,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,4.0,203.0,inf,Good,1350.0,26.16,2.0,4.5
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Ford Motor,1294529972,7674,0.005,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Global Payments,1294529972,7674,0.0,18731,Credit_Cash_Management,True,False,,,,,,,,6035.0,39.46,3.0,3.6629498226051704
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,HSBC,1294529972,7674,0.001,0,Credit_Cash_Management,True,False,,,,,,,,1570.0,129.49,23.0,4.407599042397096
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Hanmi Bank,1294529972,7674,0.005,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,10.0,301.0,inf,Good,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Huntington National Bank,1294529972,7674,0.006,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,8.0,281.0,inf,Good,1676.0,9.03,1.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,ING,1294529972,7674,0.0,418788,Credit_Cash_Management,True,False,,,,,,,,5273.0,6.74,1.0,2.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Intuit GoPayment,1294529972,7674,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5877.0,13.3,1.0,4.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,JPMorgan,1294529972,7674,0.067,18282016,Credit_Cash_Management,True,False,,,,,,,,1804.0,1057.02,142.0,4.3638247147641485
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,KeyBank,1294529972,7674,0.003,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,13.0,341.0,inf,Good,1886.0,6.36,2.0,4.059748427672956
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Manufacturers Bank,1294529972,7674,0.005,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,11.0,302.0,inf,Good,2064.0,26.16,2.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Mechanics Bank,1294529972,7674,0.0,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,17.0,438.0,inf,Good,2113.0,3.37,1.0,4.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Merchant Services,1294529972,7674,0.002,2265923,Credit_Cash_Management,True,False,,,,,,,,6070.0,22.11,2.0,3.5915875169606513
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Morgan Stanley Dean Witter,1294529972,7674,0.0,0,Credit_Cash_Management,True,False,,,,,,,,2227.0,44.41,4.0,3.203107408241386
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Northwestern Mutual Financial,1294529972,7674,0.001,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,PNC Bank,1294529972,7674,0.01,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,153.54,23.0,4.469063436238114
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Pacific Premier Bank (CA),1294529972,7674,0.032,64609,Credit_Cash_Management,False,True,0.001559664,0.107766667,0.014472597,19.0,486.0,69.0960977,Excellent,6344.0,55.23,5.0,3.836501901140684
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Pacific Western Bank,1294529972,7674,0.019,0,Credit_Cash_Management,False,True,0.0,0.107766667,0.0,3.0,160.0,inf,Good,5318.0,70.13,6.0,5.000000000000001
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,PayPal,1294529972,7674,0.0,63526,Credit_Cash_Management,True,False,,,,,,,,5894.0,294.28000000000003,27.0,3.813375016990621
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,PayTrace,1294529972,7674,0.0,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Prudential,1294529972,7674,0.001,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Silicon Valley Bank,1294529972,7674,0.005,308778,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Square,1294529972,7674,0.001,38901,Credit_Cash_Management,True,False,,,,,,,,5895.0,109.71,11.0,4.722358946313007
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,TD Bank,1294529972,7674,0.0,37023,Credit_Cash_Management,True,False,,,,,,,,3021.0,19.05,3.0,3.875065616797899
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Truist,1294529972,7674,0.004,0,Credit_Cash_Management,True,False,,,,,,,,6590.0,43.4,7.0,4.615898617511521
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,UBS Warburg Dillon Read,1294529972,7674,0.002,0,Credit_Cash_Management,True,False,,,,,,,,3151.0,13.08,1.0,4.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,US Bank,1294529972,7674,0.105,34113439,Credit_Cash_Management,True,False,,,,,,,,3141.0,653.85,82.0,4.38198363539038
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Umpqua Bank,1294529972,7674,0.003,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Wells Fargo,1294529972,7674,0.128,19322230,Credit_Cash_Management,False,True,0.116609831,0.107766667,1.082058438,22.0,566.0,0.924164504,Fair,4839.0,1055.95,146.0,4.3421752923907375
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Zions Bank,1294529972,7674,0.011,3195825,Credit_Cash_Management,False,True,0.224428597,0.107766667,2.082541876,25.0,622.0,0.480182421,Poor,3369.0,97.18,10.0,4.162276188516155
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Ally Bank (formerly GMAC),13998107919,7670,0.001,0,Deposits,True,False,,,,,,,,5221.0,38.67,6.0,4.661753297129557
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,BMO,13998107919,7670,0.071,260172311,Deposits,True,False,,,,,,,,303.0,329.96000000000004,38.0,3.9022002666989937
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Banc of California,13998107919,7670,0.014,40246726,Deposits,False,True,0.205368194,0.094168037,2.180869429,24.0,559.0,0.458532724,Poor,6302.0,103.16,12.0,4.3005040713454825
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Bank of America,13998107919,7670,0.09,128904157,Deposits,True,False,,,,,,,,4836.0,1132.93,159.0,4.417810456074073
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Bank of Hope(CA),13998107919,7670,0.009,0,Deposits,False,True,0.0,0.094168037,0.0,7.0,279.0,inf,Good,6349.0,26.380000000000003,2.0,4.008339651250948
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Banner Bank,13998107919,7670,0.004,0,Deposits,False,True,0.0,0.094168037,0.0,12.0,351.0,inf,Good,457.0,26.380000000000003,3.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Bridge Bank,13998107919,7670,0.002,0,Deposits,False,True,0.0,0.094168037,0.0,17.0,405.0,inf,Good,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,CIBC,13998107919,7670,0.002,21735538,Deposits,False,True,0.77637414,0.094168037,8.244561122,26.0,624.0,0.121292084,Poor,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,CTBC Bank,13998107919,7670,0.003,0,Deposits,False,True,0.0,0.094168037,0.0,14.0,378.0,inf,Good,781.0,13.08,1.0,4.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Cass Commercial Bank,13998107919,7670,0.007,0,Deposits,False,True,0.0,0.094168037,0.0,9.0,300.0,inf,Good,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Cathay United Bank,13998107919,7670,0.023,23331996,Deposits,True,False,,,,,,,,5244.0,32.9,3.0,3.409726443768997
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Citi,13998107919,7670,0.013,0,Deposits,True,False,,,,,,,,804.0,531.6,77.0,4.513581640331076
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Citizens Bank,13998107919,7670,0.008,96317000,Deposits,False,True,0.860089454,0.094168037,9.133560365,27.0,629.0,0.10948633,Poor,4841.0,46.23,7.0,4.1951113995241185
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Citizens Business Bank (CA),13998107919,7670,0.032,0,Deposits,False,True,0.0,0.094168037,0.0,3.0,115.0,inf,Excellent,812.0,134.85,15.0,4.436633296255098
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,City National Bank (CA),13998107919,7670,0.053,110118594,Deposits,False,True,0.148427868,0.094168037,1.576202208,22.0,531.0,0.634436366,Fair,820.0,181.09,20.0,4.329283781545088
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,CoBiz Bank NA,13998107919,7670,0.044,0,Deposits,False,True,0.0,0.094168037,0.0,1.0,79.0,inf,Excellent,836.0,86.15,8.0,4.638537434706906
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Comerica Bank,13998107919,7670,0.031,114933558,Deposits,False,True,0.264859662,0.094168037,2.812628032,25.0,576.0,0.35553937,Poor,868.0,53.16,6.0,3.1819036869826935
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Deutsche Bank,13998107919,7670,0.001,0,Deposits,True,False,,,,,,,,1058.0,13.3,1.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,East-West Bank,13998107919,7670,0.035,3613014,Deposits,False,True,0.007374495,0.094168037,0.078312077,20.0,455.0,12.7694225,Excellent,1134.0,117.59,10.0,4.565524279275449
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Farmers and Merchants Bank (CA),13998107919,7670,0.044,0,Deposits,False,True,0.0,0.094168037,0.0,2.0,80.0,inf,Excellent,1238.0,107.46,9.0,4.579099199702214
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Fifth Third Bank,13998107919,7670,0.015,0,Deposits,False,True,0.0,0.094168037,0.0,6.0,214.0,inf,Good,1273.0,11.16,2.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Bank (MO),13998107919,7670,0.007,0,Deposits,False,True,0.0,0.094168037,0.0,10.0,301.0,inf,Good,1291.0,39.99,5.0,4.6674168542135535
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Citizens Bank & Trust (NC/VA),13998107919,7670,0.01,8719883,Deposits,False,True,0.062293297,0.094168037,0.661512113,21.0,488.0,1.511688116,Fair,1299.0,47.78,6.0,4.695897865215572
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,First Republic Bank,13998107919,7670,0.003,0,Deposits,False,True,0.0,0.094168037,0.0,15.0,379.0,inf,Good,1350.0,26.16,2.0,4.5
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Hanmi Bank,13998107919,7670,0.005,0,Deposits,False,True,0.0,0.094168037,0.0,11.0,332.0,inf,Good,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Huntington National Bank,13998107919,7670,0.003,0,Deposits,False,True,0.0,0.094168037,0.0,16.0,380.0,inf,Good,1676.0,9.03,1.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,JPMorgan,13998107919,7670,0.114,178995034,Deposits,True,False,,,,,,,,1804.0,1057.02,142.0,4.3638247147641485
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,KeyBank,13998107919,7670,0.004,0,Deposits,False,True,0.0,0.094168037,0.0,13.0,352.0,inf,Good,1886.0,6.36,2.0,4.059748427672956
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Manufacturers Bank,13998107919,7670,0.008,0,Deposits,False,True,0.0,0.094168037,0.0,8.0,289.0,inf,Good,2064.0,26.16,2.0,5.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Mechanics Bank,13998107919,7670,0.001,0,Deposits,False,True,0.0,0.094168037,0.0,18.0,426.0,inf,Good,2113.0,3.37,1.0,4.0
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Morgan Stanley Dean Witter,13998107919,7670,0.0,0,Deposits,True,False,,,,,,,,2227.0,44.41,4.0,3.203107408241386
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,PNC Bank,13998107919,7670,0.005,0,Deposits,True,False,,,,,,,,2444.0,153.54,23.0,4.469063436238114
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Pacific Premier Bank (CA),13998107919,7670,0.026,2592931,Deposits,False,True,0.0071244,0.094168037,0.07565624,19.0,454.0,13.21768034,Excellent,6344.0,55.23,5.0,3.836501901140684
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Pacific Western Bank,13998107919,7670,0.025,0,Deposits,False,True,0.0,0.094168037,0.0,4.0,144.0,inf,Excellent,5318.0,70.13,6.0,5.000000000000001
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Silicon Valley Bank,13998107919,7670,0.004,9729069,Deposits,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,US Bank,13998107919,7670,0.105,384238896,Deposits,True,False,,,,,,,,3141.0,653.85,82.0,4.38198363539038
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Umpqua Bank,13998107919,7670,0.003,0,Deposits,True,False,,,,,,,,,,,
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Wells Fargo,13998107919,7670,0.157,354400310,Deposits,False,True,0.161259424,0.094168037,1.712464527,23.0,539.0,0.583953702,Fair,4839.0,1055.95,146.0,4.3421752923907375
CA-Los Angeles-Long Beach-Anaheim,34.108703,-118.182753,Zions Bank,13998107919,7670,0.019,0,Deposits,False,True,0.0,0.094168037,0.0,5.0,178.0,inf,Good,3369.0,97.18,10.0,4.162276188516155
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Ally Bank (formerly GMAC),191072390,1237,0.012,0,Credit_Cash_Management,True,False,,,,,,,,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Authorize.Net,191072390,1237,0.0,0,Credit_Cash_Management,True,False,,,,,,,,6030.0,26.16,2.0,4.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,BMO,191072390,1237,0.017,1644621,Credit_Cash_Management,True,False,,,,,,,,303.0,19.73,2.0,2.0111505321844905
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Banc of California,191072390,1237,0.019,287236,Credit_Cash_Management,False,True,0.079120192,0.185034412,0.427597176,11.0,526.0,2.338649683,Good,6302.0,13.28,2.0,4.015060240963856
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Bank of America,191072390,1237,0.083,0,Credit_Cash_Management,True,False,,,,,,,,4836.0,202.83,30.0,4.230439284129567
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Banner Bank,191072390,1237,0.001,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,7.0,397.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,CIT,191072390,1237,0.022,4132453,Credit_Cash_Management,False,True,0.983076481,0.185034412,5.31293865,17.0,677.0,0.188219753,Poor,639.0,13.08,1.0,3.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Caterpillar Inc.,191072390,1237,0.005,885527,Credit_Cash_Management,True,False,,,,,,,,727.0,19.73,2.0,3.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Cathay United Bank,191072390,1237,0.003,0,Credit_Cash_Management,True,False,,,,,,,,5244.0,31.11,3.0,5.000000000000001
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Citizens Business Bank (CA),191072390,1237,0.094,2632547,Credit_Cash_Management,False,True,0.146571774,0.185034412,0.792132512,12.0,547.0,1.262415043,Good,812.0,110.74,10.0,4.401480946360845
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,City National Bank (CA),191072390,1237,0.05,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,1.0,58.0,inf,Excellent,820.0,59.74,6.0,4.556578506863074
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,CoBiz Bank NA,191072390,1237,0.005,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,4.0,303.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Comerica Bank,191072390,1237,0.025,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,2.0,123.0,inf,Excellent,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Deere & Co.,191072390,1237,0.003,590344,Credit_Cash_Management,True,False,,,,,,,,1041.0,13.08,1.0,3.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,East-West Bank,191072390,1237,0.002,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,5.0,363.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,First Bank (MO),191072390,1237,0.02,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,3.0,154.0,inf,Good,1291.0,40.14,4.0,4.224962630792227
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,First Citizens Bank & Trust (NC/VA),191072390,1237,0.017,1184153,Credit_Cash_Management,False,True,0.36455324,0.185034412,1.970191573,15.0,618.0,0.507564855,Fair,1299.0,46.33,5.0,4.4306065184545655
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Flagstar,191072390,1237,0.001,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,8.0,398.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Ford Motor,191072390,1237,0.002,295183,Credit_Cash_Management,True,False,,,,,,,,1384.0,26.16,2.0,4.000000000000001
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,HSBC,191072390,1237,0.006,0,Credit_Cash_Management,True,False,,,,,,,,1570.0,26.61,4.0,4.508455467869222
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,JPMorgan,191072390,1237,0.188,3923213,Credit_Cash_Management,True,False,,,,,,,,1804.0,236.13,29.0,4.506754753737348
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,KeyBank,191072390,1237,0.002,0,Credit_Cash_Management,False,True,0.0,0.185034412,0.0,6.0,364.0,inf,Good,1886.0,26.58,3.0,3.746425884123401
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Mechanics Bank,191072390,1237,0.048,8719556,Credit_Cash_Management,False,True,0.950725621,0.185034412,5.138101661,16.0,674.0,0.194624409,Poor,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,PNC Bank,191072390,1237,0.013,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,50.82,8.0,4.736521054702873
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Pacific Premier Bank (CA),191072390,1237,0.142,266477,Credit_Cash_Management,False,True,0.009821401,0.185034412,0.053078782,9.0,497.0,18.83992003,Excellent,6344.0,39.68,3.0,4.00554435483871
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Pacific Western Bank,191072390,1237,0.009,518175,Credit_Cash_Management,False,True,0.301325587,0.185034412,1.628484036,14.0,593.0,0.61406804,Fair,5318.0,39.46,3.0,3.9944247339077545
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,PayPal,191072390,1237,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5894.0,70.88,8.0,4.279909706546276
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Square,191072390,1237,0.003,0,Credit_Cash_Management,True,False,,,,,,,,5895.0,13.3,1.0,5.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,US Bank,191072390,1237,0.021,505359,Credit_Cash_Management,True,False,,,,,,,,3141.0,79.10000000000001,9.0,4.3262958280657395
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Umpqua Bank,191072390,1237,0.011,0,Credit_Cash_Management,True,False,,,,,,,,3168.0,13.3,1.0,4.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Wells Fargo,191072390,1237,0.066,533371,Credit_Cash_Management,False,True,0.042294854,0.185034412,0.228578313,10.0,513.0,4.37486824,Excellent,4839.0,195.08,28.0,4.2362107853188435
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Zions Bank,191072390,1237,0.029,1241974,Credit_Cash_Management,False,True,0.224138556,0.185034412,1.211334441,13.0,574.0,0.825535844,Fair,3369.0,25.72,3.0,4.767107309486781
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,BMO,2127019699,1234,0.016,17624228,Deposits,True,False,,,,,,,,303.0,19.73,2.0,2.0111505321844905
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Banc of California,2127019699,1234,0.038,18506475,Deposits,False,True,0.228964734,0.108933282,2.101880437,13.0,556.0,0.475764455,Poor,6302.0,13.28,2.0,4.015060240963856
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Bank of America,2127019699,1234,0.119,0,Deposits,True,False,,,,,,,,4836.0,202.83,30.0,4.230439284129567
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Banner Bank,2127019699,1234,0.003,0,Deposits,False,True,0.0,0.108933282,0.0,7.0,381.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Cathay United Bank,2127019699,1234,0.027,0,Deposits,True,False,,,,,,,,5244.0,31.11,3.0,5.000000000000001
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Citizens Business Bank (CA),2127019699,1234,0.146,24379354,Deposits,False,True,0.078505092,0.108933282,0.720671317,9.0,490.0,1.387595116,Good,812.0,110.74,10.0,4.401480946360845
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,City National Bank (CA),2127019699,1234,0.036,0,Deposits,False,True,0.0,0.108933282,0.0,1.0,104.0,inf,Excellent,820.0,59.74,6.0,4.556578506863074
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,CoBiz Bank NA,2127019699,1234,0.004,0,Deposits,False,True,0.0,0.108933282,0.0,6.0,353.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Comerica Bank,2127019699,1234,0.019,0,Deposits,False,True,0.0,0.108933282,0.0,2.0,179.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,First Bank (MO),2127019699,1234,0.013,0,Deposits,False,True,0.0,0.108933282,0.0,3.0,229.0,inf,Good,1291.0,40.14,4.0,4.224962630792227
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,First Citizens Bank & Trust (NC/VA),2127019699,1234,0.002,4186739,Deposits,False,True,0.984179649,0.108933282,9.03470116,15.0,628.0,0.110684347,Poor,1299.0,46.33,5.0,4.4306065184545655
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Flagstar,2127019699,1234,0.009,0,Deposits,False,True,0.0,0.108933282,0.0,4.0,280.0,inf,Good,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,HSBC,2127019699,1234,0.006,0,Deposits,True,False,,,,,,,,1570.0,26.61,4.0,4.508455467869222
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,JPMorgan,2127019699,1234,0.108,42625772,Deposits,True,False,,,,,,,,1804.0,236.13,29.0,4.506754753737348
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,KeyBank,2127019699,1234,0.008,0,Deposits,False,True,0.0,0.108933282,0.0,5.0,290.0,inf,Good,1886.0,26.58,3.0,3.746425884123401
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Mechanics Bank,2127019699,1234,0.021,27234429,Deposits,False,True,0.609715825,0.108933282,5.597149141,14.0,611.0,0.178662382,Poor,,,,
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,PNC Bank,2127019699,1234,0.021,0,Deposits,True,False,,,,,,,,2444.0,50.82,8.0,4.736521054702873
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Pacific Premier Bank (CA),2127019699,1234,0.102,10253879,Deposits,False,True,0.04726248,0.108933282,0.433866298,8.0,473.0,2.30485752,Excellent,6344.0,39.68,3.0,4.00554435483871
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Pacific Western Bank,2127019699,1234,0.055,20318515,Deposits,False,True,0.17368318,0.108933282,1.59439959,11.0,532.0,0.627195344,Fair,5318.0,39.46,3.0,3.9944247339077545
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,US Bank,2127019699,1234,0.064,17172595,Deposits,True,False,,,,,,,,3141.0,79.10000000000001,9.0,4.3262958280657395
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Umpqua Bank,2127019699,1234,0.018,0,Deposits,True,False,,,,,,,,3168.0,13.3,1.0,4.0
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Wells Fargo,2127019699,1234,0.143,31758330,Deposits,False,True,0.104411926,0.108933282,0.958494267,10.0,500.0,1.043303059,Good,4839.0,195.08,28.0,4.2362107853188435
CA-Riverside-San Bernardino-Ontario,34.538476,-116.134541,Zions Bank,2127019699,1234,0.014,5396363,Deposits,False,True,0.181218115,0.108933282,1.66356977,12.0,535.0,0.601116958,Fair,3369.0,25.72,3.0,4.767107309486781
CA-Sacramento-Roseville-Folsom,38.790272,-121.005643,American Express,139860757,877,0.0,41893,Credit_Cash_Management,True,False,,,,,,,,171.0,48.74,5.0,4.185884283955684
